Query_label	Target_label	%identity	aligment_length	#mismatches	#gap_opens	start_Q	end_Q	start_T	end_T	E_value	Bit_score
sp|Q9ATN4|NIP11_MAIZE	sp|P30301|MIP_HUMAN	36.99	246	129	7	39	271	6	238	3e-30	 115
sp|Q40746|NIP11_ORYSJ	sp|P30301|MIP_HUMAN	36.99	246	129	7	43	275	6	238	3e-29	 113
sp|Q0DK16|NIP13_ORYSJ	sp|P30301|MIP_HUMAN	34.41	247	144	7	49	286	6	243	4e-28	 110
sp|P08995|NO26_SOYBN	sp|P41181|AQP2_HUMAN	33.61	244	148	7	30	266	3	239	7e-28	 109
sp|Q93XX8|NOP10_ARATH	sp|Q9NPE3|NOP10_HUMAN	62.71	59	22	0	1	59	1	59	6e-22	82.0
sp|O04658|NOP5A_ARATH	sp|Q9Y2X3|NOP58_HUMAN	57.85	465	178	3	1	456	1	456	3e-180	 522
sp|Q7Y0F2|NRX12_ORYSJ	sp|Q6DKJ4|NXN_HUMAN	39.10	156	93	2	26	180	178	332	2e-30	 124
sp|Q0JIL1|NRX2_ORYSJ	sp|Q6DKJ4|NXN_HUMAN	32.96	179	118	2	44	221	196	373	2e-25	 106
sp|O49326|NSP2_ARATH	sp|Q7Z6M1|RABEK_HUMAN	32.52	163	106	4	148	308	121	281	3e-18	86.3
sp|O04318|NSP3_ARATH	sp|Q7Z6M1|RABEK_HUMAN	26.86	283	183	10	151	421	16	286	1e-16	81.3
sp|P92533|NU3M_ARATH	sp|P03897|NU3M_HUMAN	37.96	108	65	2	12	118	7	113	5e-12	58.9
sp|P68160|NU3M_BRANA	sp|P03897|NU3M_HUMAN	37.96	108	65	2	12	118	7	113	5e-12	58.9
sp|P48910|NU3M_CHOCR	sp|P03897|NU3M_HUMAN	44.26	61	34	0	17	77	9	69	1e-11	58.2
sp|P60159|NU3M_HELAN	sp|P03897|NU3M_HUMAN	36.04	111	69	2	8	117	4	113	8e-12	58.5
sp|P16265|NU3M_MAIZE	sp|P03897|NU3M_HUMAN	36.04	111	69	2	8	117	4	113	8e-12	58.5
sp|P18630|NU3M_OENBE	sp|P03897|NU3M_HUMAN	37.04	108	66	2	11	117	7	113	8e-13	61.2
sp|P68159|NU3M_RAPSA	sp|P03897|NU3M_HUMAN	37.96	108	65	2	12	118	7	113	5e-12	58.9
sp|P60160|NU3M_WHEAT	sp|P03897|NU3M_HUMAN	36.04	111	69	2	8	117	4	113	8e-12	58.5
sp|Q32905|NU5C_PEA	sp|P03915|NU5M_HUMAN	52.89	121	57	0	4	124	223	343	8e-34	 124
sp|Q8GYB1|NUD15_ARATH	sp|P0C024|NUDT7_HUMAN	39.02	164	94	4	113	273	50	210	1e-27	 108
sp|A8QW53|OMT3_SORBI	sp|P46597|ASMT_HUMAN	27.10	155	101	5	212	360	183	331	2e-12	67.4
sp|Q5M729|OPD23_ARATH	sp|P10515|ODP2_HUMAN	59.14	93	38	0	108	200	88	180	2e-28	 119
sp|Q9ZVE0|ORN_ARATH	sp|Q9Y3B8|ORN_HUMAN	51.43	175	85	0	44	218	41	215	3e-61	 194
sp|Q5N9N2|P2C09_ORYSJ	sp|O75688|PPM1B_HUMAN	34.90	255	132	4	99	336	23	260	1e-34	 134
sp|Q0D629|P2C63_ORYSJ	sp|Q8N3J5|PPM1K_HUMAN	43.02	86	45	2	63	146	187	270	6e-13	66.6
sp|P00784|PAPA1_CARPA	sp|P09668|CATH_HUMAN	38.23	327	176	12	30	343	19	332	2e-59	 197
sp|Q7XSZ4|PAS2A_ORYSJ	sp|Q6Y1H2|HACD2_HUMAN	40.67	209	122	2	12	219	41	248	3e-46	 156
sp|Q5ZEJ0|PAS2B_ORYSJ	sp|Q6Y1H2|HACD2_HUMAN	40.67	209	122	2	12	219	41	248	1e-45	 154
sp|Q8VZB2|PAS2_ARATH	sp|Q6Y1H2|HACD2_HUMAN	42.18	211	120	2	12	221	41	250	3e-49	 164
sp|Q9FE20|PBS1_ARATH	sp|Q9NWZ3|IRAK4_HUMAN	41.86	301	143	12	72	356	166	450	7e-54	 189
sp|Q9M7Q7|PCNA1_ARATH	sp|P12004|PCNA_HUMAN	65.25	259	90	0	1	259	1	259	2e-131	 376
sp|Q00268|PCNA1_DAUCA	sp|P12004|PCNA_HUMAN	64.48	259	92	0	1	259	1	259	3e-130	 373
sp|Q9ZW35|PCNA2_ARATH	sp|P12004|PCNA_HUMAN	66.02	259	88	0	1	259	1	259	2e-133	 381
sp|Q00265|PCNA2_DAUCA	sp|P12004|PCNA_HUMAN	62.55	259	97	0	1	259	1	259	7e-125	 363
sp|Q43124|PCNA_BRANA	sp|P12004|PCNA_HUMAN	64.86	259	91	0	1	259	1	259	3e-131	 376
sp|Q43266|PCNA_MAIZE	sp|P12004|PCNA_HUMAN	62.93	259	96	0	1	259	1	259	3e-126	 363
sp|P17070|PCNA_ORYSJ	sp|P12004|PCNA_HUMAN	62.16	259	98	0	1	259	1	259	4e-126	 363
sp|O82134|PCNA_PEA	sp|P12004|PCNA_HUMAN	65.25	259	90	0	1	259	1	259	3e-130	 373
sp|Q9MAY3|PCNA_POPNI	sp|P12004|PCNA_HUMAN	66.02	259	88	0	1	259	1	259	4e-132	 378
sp|P22177|PCNA_SOYBN	sp|P12004|PCNA_HUMAN	66.38	229	77	0	1	229	31	259	1e-116	 337
sp|O82797|PCNA_TOBAC	sp|P12004|PCNA_HUMAN	65.64	259	89	0	1	259	1	259	2e-131	 376
sp|Q9SRG3|PDI12_ARATH	sp|P13667|PDIA4_HUMAN	43.33	90	49	2	392	480	81	169	1e-16	82.8
sp|Q8GYD1|PDI51_ARATH	sp|Q8NBS9|TXND5_HUMAN	37.86	103	58	3	31	130	67	166	2e-17	78.2
sp|Q10N04|PDI51_ORYSJ	sp|Q8NBS9|TXND5_HUMAN	38.61	101	56	3	35	132	67	164	4e-18	80.5
sp|Q94F09|PDI52_ARATH	sp|P13667|PDIA4_HUMAN	39.20	125	76	0	34	158	179	303	4e-24	 105
sp|Q94F09|PDI52_ARATH	sp|P13667|PDIA4_HUMAN	37.04	108	68	0	34	141	64	171	2e-19	90.5
sp|Q43116|PDI_RICCO	sp|P13667|PDIA4_HUMAN	46.99	83	42	2	396	477	81	162	3e-16	81.6
sp|P57742|PFD5_ARATH	sp|Q99471|PFD5_HUMAN	38.69	137	82	2	12	147	9	144	6e-28	 103
sp|O80873|PHF5_ARATH	sp|Q7RTV0|PHF5A_HUMAN	92.73	110	8	0	1	110	1	110	1e-70	 209
sp|Q38954|PHT21_ARATH	sp|Q8WUM9|S20A1_HUMAN	38.37	172	106	0	162	333	29	200	1e-33	 136
sp|Q5BMR2|PLD_PHYIN	sp|Q13393|PLD1_HUMAN	58.33	60	25	0	897	956	644	703	4e-17	87.8
sp|Q0WUU6|PLT4_ARATH	sp|Q96QE2|MYCT_HUMAN	38.10	105	65	0	400	504	509	613	2e-15	79.0
sp|Q9FMP4|PM14_ARATH	sp|Q9Y3B4|SF3B6_HUMAN	63.64	121	44	0	1	121	1	121	1e-55	 172
sp|Q259G4|PMM_ORYSI	sp|O15305|PMM2_HUMAN	59.51	247	96	2	1	245	1	245	5e-101	 298
sp|Q7XPW5|PMM_ORYSJ	sp|O15305|PMM2_HUMAN	59.51	247	96	2	1	245	1	245	5e-101	 298
sp|Q9FGY9|PNG1_ARATH	sp|Q96IV0|NGLY1_HUMAN	44.63	298	159	5	124	418	179	473	2e-67	 236
sp|Q7F0R1|PNG1_ORYSJ	sp|Q96IV0|NGLY1_HUMAN	44.81	308	146	7	134	429	173	468	3e-67	 229
sp|P48480|PP11_ACECL	sp|P62140|PP1B_HUMAN	84.54	304	47	0	3	306	5	308	0.0	 549
sp|O04856|PP11_TOBAC	sp|P62140|PP1B_HUMAN	78.11	297	65	0	20	316	8	304	2e-180	 505
sp|O04857|PP12_TOBAC	sp|P62140|PP1B_HUMAN	78.11	297	65	0	13	309	8	304	0.0	 509
sp|O04858|PP13_TOBAC	sp|P62140|PP1B_HUMAN	78.79	297	63	0	6	302	8	304	0.0	 510
sp|P48484|PP14_ARATH	sp|P62140|PP1B_HUMAN	79.80	297	60	0	19	315	8	304	0.0	 516
sp|P23777|PP1_BRANA	sp|P62140|PP1B_HUMAN	75.95	237	57	0	1	237	62	298	5e-142	 405
sp|P22198|PP1_MAIZE	sp|P36873|PP1G_HUMAN	76.64	304	71	0	1	304	4	307	0.0	 508
sp|P48489|PP1_ORYSJ	sp|P62140|PP1B_HUMAN	83.50	297	49	0	20	316	8	304	0.0	 534
sp|Q9SFV9|PP218_ARATH	sp|P42704|LPPRC_HUMAN	25.93	162	120	0	526	687	142	303	4e-11	67.0
sp|Q07099|PP2A1_ARATH	sp|P67775|PP2AA_HUMAN	80.40	301	59	0	6	306	9	309	0.0	 531
sp|A2YEB4|PP2A1_ORYSI	sp|P67775|PP2AA_HUMAN	82.39	301	53	0	6	306	9	309	0.0	 538
sp|Q0DBD3|PP2A1_ORYSJ	sp|P67775|PP2AA_HUMAN	82.39	301	53	0	6	306	9	309	0.0	 538
sp|Q07098|PP2A2_ARATH	sp|P67775|PP2AA_HUMAN	80.07	301	60	0	6	306	9	309	0.0	 533
sp|A2XN40|PP2A2_ORYSI	sp|P62714|PP2AB_HUMAN	81.67	300	55	0	8	307	10	309	0.0	 528
sp|Q10BT5|PP2A2_ORYSJ	sp|P62714|PP2AB_HUMAN	81.67	300	55	0	8	307	10	309	0.0	 528
sp|P48578|PP2A3_ARATH	sp|P62714|PP2AB_HUMAN	80.86	303	58	0	11	313	7	309	0.0	 531
sp|A2X2G3|PP2A3_ORYSI	sp|P67775|PP2AA_HUMAN	81.06	301	57	0	7	307	9	309	0.0	 536
sp|Q0E2S4|PP2A3_ORYSJ	sp|P67775|PP2AA_HUMAN	81.06	301	57	0	7	307	9	309	0.0	 536
sp|Q07100|PP2A4_ARATH	sp|P62714|PP2AB_HUMAN	80.86	303	58	0	11	313	7	309	0.0	 531
sp|P0C5D7|PP2A4_ORYSI	sp|P62714|PP2AB_HUMAN	82.33	300	53	0	16	315	10	309	0.0	 536
sp|A3C4N5|PP2A4_ORYSJ	sp|P62714|PP2AB_HUMAN	82.33	300	53	0	15	314	10	309	0.0	 534
sp|O04951|PP2A5_ARATH	sp|P67775|PP2AA_HUMAN	80.20	303	60	0	5	307	7	309	0.0	 534
sp|O04860|PP2A5_TOBAC	sp|P62714|PP2AB_HUMAN	79.67	300	61	0	15	314	10	309	0.0	 520
sp|P23778|PP2A_BRANA	sp|P62714|PP2AB_HUMAN	80.53	303	59	0	7	309	7	309	0.0	 525
sp|Q9ZSE4|PP2A_HEVBR	sp|P67775|PP2AA_HUMAN	80.40	301	59	0	6	306	9	309	0.0	 526
sp|Q06009|PP2A_MEDSA	sp|P67775|PP2AA_HUMAN	80.53	303	59	0	11	313	7	309	0.0	 528
sp|Q9XGH7|PP2A_TOBAC	sp|P62714|PP2AB_HUMAN	81.67	300	55	0	13	312	10	309	0.0	 531
sp|Q9T0D6|PP306_ARATH	sp|P42704|LPPRC_HUMAN	26.75	157	113	2	274	429	133	288	2e-13	73.2
sp|Q9FIX3|PP407_ARATH	sp|P42704|LPPRC_HUMAN	27.67	159	115	0	288	446	140	298	1e-11	68.2
sp|Q9FND8|PP409_ARATH	sp|P42704|LPPRC_HUMAN	26.06	165	122	0	203	367	129	293	3e-13	72.8
sp|Q9FLJ4|PP440_ARATH	sp|P42704|LPPRC_HUMAN	25.00	152	114	0	380	531	133	284	1e-12	71.2
sp|Q93VK0|PPCK2_ARATH	sp|Q9UQM7|KCC2A_HUMAN	37.64	271	161	5	11	277	13	279	1e-53	 183
sp|Q84K11|PPP5_SOLLC	sp|P53041|PPP5_HUMAN	60.86	327	128	0	228	554	170	496	4e-149	 442
sp|Q9SHK2|PPR17_ARATH	sp|P42704|LPPRC_HUMAN	24.40	168	127	0	224	391	132	299	4e-11	65.5
sp|Q94JN2|PROF_ANACO	sp|Q8NHR9|PROF4_HUMAN	31.30	115	75	4	18	130	16	128	9e-13	61.6
sp|Q9SEI4|PRS6B_ARATH	sp|P43686|PRS6B_HUMAN	80.30	396	78	0	13	408	23	418	0.0	 667
sp|P85200|PRS6B_HELAN	sp|P43686|PRS6B_HUMAN	81.36	381	71	0	34	414	38	418	0.0	 657
sp|Q9FXT9|PRS7_ORYSJ	sp|P35998|PRS7_HUMAN	80.52	421	82	0	6	426	13	433	0.0	 716
sp|O64982|PRS7_PRUPE	sp|P35998|PRS7_HUMAN	81.19	420	79	0	6	425	14	433	0.0	 717
sp|Q41365|PRS7_SPIOL	sp|P35998|PRS7_HUMAN	81.00	421	80	0	6	426	13	433	0.0	 719
sp|Q9XEX2|PRX2B_ARATH	sp|P30044|PRDX5_HUMAN	41.32	167	88	5	1	162	53	214	1e-31	 115
sp|Q9SRZ4|PRX2C_ARATH	sp|P30044|PRDX5_HUMAN	40.12	167	90	5	1	162	53	214	1e-30	 112
sp|Q9FR35|PRX2C_ORYSJ	sp|P30044|PRDX5_HUMAN	42.42	165	89	4	1	162	53	214	6e-31	 113
sp|O22711|PRX2D_ARATH	sp|P30044|PRDX5_HUMAN	40.12	167	90	5	1	162	53	214	3e-31	 114
sp|Q9SEI3|PS10A_ARATH	sp|P62333|PRS10_HUMAN	77.23	382	87	0	11	392	5	386	0.0	 624
sp|Q9MAK9|PS10B_ARATH	sp|P62333|PRS10_HUMAN	77.23	382	87	0	11	392	5	386	0.0	 622
sp|O81146|PSA6A_ARATH	sp|P60900|PSA6_HUMAN	64.23	246	88	0	1	246	1	246	9e-118	 340
sp|O81147|PSA6B_ARATH	sp|P60900|PSA6_HUMAN	62.60	246	92	0	1	246	1	246	4e-115	 333
sp|Q9LSU3|PSA6_ORYSJ	sp|P60900|PSA6_HUMAN	60.57	246	97	0	1	246	1	246	3e-109	 318
sp|O48551|PSA6_SOYBN	sp|P60900|PSA6_HUMAN	63.01	246	91	0	1	246	1	246	6e-116	 335
sp|Q9XG77|PSA6_TOBAC	sp|P60900|PSA6_HUMAN	63.41	246	90	0	1	246	1	246	8e-117	 338
sp|Q8LD27|PSB6_ARATH	sp|P28072|PSB6_HUMAN	50.25	197	98	0	10	206	32	228	2e-69	 216
sp|P93395|PSB6_TOBAC	sp|P28072|PSB6_HUMAN	50.76	197	97	0	11	207	32	228	3e-69	 216
sp|O24412|PSD7_ARATH	sp|P51665|PSMD7_HUMAN	61.92	281	105	2	13	292	5	284	4e-121	 354
sp|Q9LT08|PSDE_ARATH	sp|O00487|PSDE_HUMAN	82.35	289	51	0	20	308	21	309	2e-180	 504
sp|Q8GW64|PTHC_ARATH	sp|Q86Y79|PTH_HUMAN	37.27	161	95	3	95	252	31	188	4e-25	 100
sp|Q5N9Q7|PTHM_ORYSJ	sp|Q86Y79|PTH_HUMAN	37.36	174	103	3	54	224	29	199	4e-27	 105
sp|Q39491|PTP3_CHLMO	sp|Q8WTR2|DUS19_HUMAN	38.52	135	83	0	95	229	73	207	2e-27	 107
sp|Q9SK99|PTR11_ARATH	sp|Q8N697|S15A4_HUMAN	28.23	549	340	15	43	564	43	564	1e-48	 179
sp|Q9CAR9|PTR20_ARATH	sp|Q8N697|S15A4_HUMAN	24.73	562	349	17	31	555	43	567	1e-39	 152
sp|Q9C9A6|PUB10_ARATH	sp|Q8N9V3|WSDU1_HUMAN	42.25	71	41	0	243	313	404	474	2e-11	66.2
sp|Q8GUG9|PUB11_ARATH	sp|Q7Z5J8|ANKAR_HUMAN	25.61	246	179	3	326	569	695	938	1e-13	73.9
sp|Q9ZV31|PUB12_ARATH	sp|Q8N9V3|WSDU1_HUMAN	44.29	70	39	0	257	326	405	474	5e-12	68.6
sp|Q5VRH9|PUB12_ORYSJ	sp|Q8N9V3|WSDU1_HUMAN	44.87	78	43	0	221	298	397	474	2e-13	72.4
sp|Q8VZ40|PUB14_ARATH	sp|Q8N9V3|WSDU1_HUMAN	45.07	71	39	0	248	318	404	474	6e-12	67.8
sp|Q681N2|PUB15_ARATH	sp|Q8N9V3|WSDU1_HUMAN	44.16	77	43	0	284	360	398	474	2e-11	66.6
sp|Q9C8D1|PUB20_ARATH	sp|Q8N9V3|WSDU1_HUMAN	46.27	67	36	0	33	99	404	470	4e-13	70.9
sp|Q5PNY6|PUB21_ARATH	sp|Q8N9V3|WSDU1_HUMAN	46.27	67	36	0	31	97	404	470	2e-12	68.6
sp|Q9LQ92|PUB54_ARATH	sp|Q8N9V3|WSDU1_HUMAN	44.93	69	38	0	235	303	406	474	3e-14	72.4
sp|P0C6E7|PUB55_ARATH	sp|Q8N9V3|WSDU1_HUMAN	43.42	76	43	0	492	567	399	474	8e-16	79.7
sp|Q9SGT1|PUB57_ARATH	sp|Q8N9V3|WSDU1_HUMAN	53.97	63	29	0	324	386	405	467	3e-15	76.6
sp|Q9SGT2|PUB58_ARATH	sp|Q8N9V3|WSDU1_HUMAN	53.12	64	30	0	354	417	405	468	2e-15	77.8
sp|Q9LJX4|PUM5_ARATH	sp|Q14671|PUM1_HUMAN	54.25	341	154	2	609	948	829	1168	3e-120	 398
sp|Q1PFN9|PUM9_ARATH	sp|Q14671|PUM1_HUMAN	28.40	324	216	5	249	564	848	1163	1e-39	 155
sp|A9SCV9|PURA1_PHYPA	sp|Q8N142|PURA1_HUMAN	49.21	441	212	8	77	511	20	454	9e-145	 427
sp|A9XLE2|PURA2_CAPFR	sp|Q8N142|PURA1_HUMAN	49.19	431	205	8	76	499	31	454	3e-144	 426
sp|A9TIK2|PURA2_PHYPA	sp|Q8N142|PURA1_HUMAN	48.98	441	213	8	77	511	20	454	5e-147	 433
sp|Q6VMW0|Q8OMT_MENPI	sp|P46597|ASMT_HUMAN	28.99	169	100	5	204	362	183	341	5e-17	80.9
sp|Q9ZVI3|QKIL3_ARATH	sp|Q96PU8|QKI_HUMAN	44.22	147	82	0	139	285	85	231	7e-37	 135
sp|Q8GYR4|QKIL4_ARATH	sp|Q96PU8|QKI_HUMAN	50.00	122	61	0	138	259	85	206	3e-36	 134
sp|Q8VZB9|R10A1_ARATH	sp|P62906|RL10A_HUMAN	62.79	215	80	0	2	216	3	217	5e-89	 265
sp|P59230|R10A2_ARATH	sp|P62906|RL10A_HUMAN	64.19	215	77	0	2	216	3	217	4e-90	 267
sp|Q9SFU1|R13A1_ARATH	sp|P40429|RL13A_HUMAN	61.05	190	74	0	12	201	7	196	4e-79	 238
sp|Q9LRX8|R13A2_ARATH	sp|P40429|RL13A_HUMAN	60.42	192	76	0	12	203	7	198	5e-81	 243
sp|Q9SVR0|R13A3_ARATH	sp|P40429|RL13A_HUMAN	61.58	190	73	0	12	201	7	196	3e-81	 244
sp|Q9FKC0|R13A4_ARATH	sp|P40429|RL13A_HUMAN	60.53	190	75	0	12	201	7	196	2e-79	 239
sp|P42798|R15A1_ARATH	sp|P62244|RS15A_HUMAN	77.69	130	29	0	1	130	1	130	7e-73	 217
sp|O82205|R15A2_ARATH	sp|P62244|RS15A_HUMAN	47.58	124	65	0	5	128	6	129	2e-39	 131
sp|O80646|R15A3_ARATH	sp|P62244|RS15A_HUMAN	73.08	130	35	0	1	130	1	130	6e-70	 209
sp|Q9LX88|R15A4_ARATH	sp|P62244|RS15A_HUMAN	77.69	130	29	0	1	130	1	130	2e-72	 215
sp|Q9M0E0|R15A5_ARATH	sp|P62244|RS15A_HUMAN	48.00	125	65	0	5	129	6	130	3e-42	 139
sp|Q8LD46|R23A1_ARATH	sp|P62750|RL23A_HUMAN	76.86	121	28	0	34	154	36	156	1e-57	 180
sp|Q9M3C3|R23A2_ARATH	sp|P62750|RL23A_HUMAN	78.15	119	26	0	36	154	38	156	1e-59	 185
sp|P59271|R27AA_ARATH	sp|P62979|RS27A_HUMAN	82.58	155	27	0	1	155	1	155	7e-81	 239
sp|P59232|R27AB_ARATH	sp|P62979|RS27A_HUMAN	85.53	152	22	0	1	152	1	152	5e-82	 242
sp|P59233|R27AC_ARATH	sp|P62979|RS27A_HUMAN	84.87	152	23	0	1	152	1	152	1e-81	 241
sp|Q9SRK6|R37A1_ARATH	sp|P61513|RL37A_HUMAN	69.32	88	27	0	1	88	1	88	3e-37	 123
sp|Q8RXU5|R37A2_ARATH	sp|P61513|RL37A_HUMAN	72.73	88	24	0	1	88	1	88	5e-40	 130
sp|Q9FJH0|RAA1F_ARATH	sp|P62491|RB11A_HUMAN	69.67	211	64	0	7	217	5	215	2e-106	 309
sp|O04486|RAA2A_ARATH	sp|P62491|RB11A_HUMAN	71.56	211	60	0	6	216	5	215	9e-111	 320
sp|P28187|RAA5C_ARATH	sp|P62491|RB11A_HUMAN	57.08	212	85	4	4	212	5	213	2e-81	 245
sp|Q9C9U7|RAA6A_ARATH	sp|P62491|RB11A_HUMAN	59.46	185	75	0	5	189	3	187	2e-76	 233
sp|Q38922|RAB1B_ARATH	sp|P61019|RAB2A_HUMAN	80.32	188	37	0	1	188	1	188	8e-114	 327
sp|P92963|RAB1C_ARATH	sp|P61019|RAB2A_HUMAN	84.57	188	29	0	1	188	1	188	3e-117	 336
sp|P49104|RAB2B_MAIZE	sp|P61019|RAB2A_HUMAN	83.51	188	31	0	1	188	1	188	3e-117	 336
sp|Q9XER8|RAB7_GOSHI	sp|P51149|RAB7A_HUMAN	70.48	210	56	3	1	207	1	207	8e-104	 301
sp|P93267|RAB7_MESCR	sp|P51149|RAB7A_HUMAN	66.67	210	64	3	1	207	1	207	2e-100	 293
sp|O24461|RAB7_PRUAR	sp|P51149|RAB7A_HUMAN	69.05	210	59	3	1	207	1	207	2e-102	 298
sp|O23657|RABC1_ARATH	sp|Q9NP72|RAB18_HUMAN	61.11	180	66	4	14	191	9	186	1e-67	 209
sp|P94102|RAD51_ARATH	sp|Q06609|RAD51_HUMAN	71.30	324	93	0	19	342	16	339	2e-177	 499
sp|Q40134|RAD51_SOLLC	sp|Q06609|RAD51_HUMAN	71.21	330	95	0	13	342	10	339	3e-178	 501
sp|P54765|RAN1A_LOTJA	sp|P62826|RAN_HUMAN	78.74	207	40	2	2	206	11	215	1e-118	 340
sp|P54766|RAN1B_LOTJA	sp|P62826|RAN_HUMAN	78.05	205	45	0	2	206	11	215	1e-118	 339
sp|P41916|RAN1_ARATH	sp|P62826|RAN_HUMAN	76.70	206	48	0	14	219	11	216	9e-115	 330
sp|A2WSI7|RAN1_ORYSI	sp|P62826|RAN_HUMAN	77.18	206	47	0	14	219	11	216	2e-117	 337
sp|Q7F7I7|RAN1_ORYSJ	sp|P62826|RAN_HUMAN	77.18	206	47	0	14	219	11	216	2e-117	 337
sp|P38546|RAN1_SOLLC	sp|P62826|RAN_HUMAN	77.07	205	47	0	14	218	11	215	7e-116	 333
sp|P41917|RAN2_ARATH	sp|P62826|RAN_HUMAN	78.05	205	45	0	14	218	11	215	5e-117	 336
sp|A2Y7R5|RAN2_ORYSI	sp|P62826|RAN_HUMAN	77.29	207	47	0	13	219	10	216	2e-117	 337
sp|Q7GD79|RAN2_ORYSJ	sp|P62826|RAN_HUMAN	77.29	207	47	0	13	219	10	216	2e-117	 337
sp|P38547|RAN2_SOLLC	sp|P62826|RAN_HUMAN	77.07	205	47	0	14	218	11	215	2e-116	 334
sp|Q8H156|RAN3_ARATH	sp|P62826|RAN_HUMAN	77.56	205	46	0	14	218	11	215	2e-117	 337
sp|Q9FLQ3|RAN4_ARATH	sp|P62826|RAN_HUMAN	67.06	170	56	0	14	183	11	180	2e-84	 253
sp|P41919|RANB1_TOBAC	sp|P62826|RAN_HUMAN	77.07	205	47	0	14	218	11	215	9e-116	 333
sp|P38548|RAN_VICFA	sp|P62826|RAN_HUMAN	77.07	205	47	0	14	218	11	215	2e-116	 334
sp|Q9SE33|RAR1_ARATH	sp|Q9UHD1|CHRD1_HUMAN	47.76	67	35	0	158	224	4	70	2e-16	76.6
sp|Q6EPW7|RAR1_ORYSJ	sp|Q9UHD1|CHRD1_HUMAN	45.31	64	35	0	168	231	4	67	2e-15	73.9
sp|Q40523|RB11A_TOBAC	sp|P62491|RB11A_HUMAN	66.36	214	62	3	6	214	5	213	7e-99	 290
sp|Q40193|RB11C_LOTJA	sp|P62491|RB11A_HUMAN	71.43	210	58	2	6	214	5	213	3e-106	 308
sp|Q940X7|RBX1A_ARATH	sp|P62877|RBX1_HUMAN	88.78	98	11	0	21	118	11	108	7e-63	 190
sp|P43297|RD21A_ARATH	sp|P25774|CATS_HUMAN	42.90	310	161	8	50	351	28	329	9e-77	 246
sp|Q7Y183|RH10_ORYSJ	sp|Q9H0S4|DDX47_HUMAN	56.01	441	180	3	21	454	2	435	8e-180	 515
sp|A2XVF7|RH13_ORYSI	sp|Q9GZR7|DDX24_HUMAN	43.06	72	41	0	196	267	190	261	3e-11	67.0
sp|A3AVH5|RH13_ORYSJ	sp|Q9GZR7|DDX24_HUMAN	43.06	72	41	0	196	267	190	261	3e-11	67.0
sp|Q761Z9|RH18_ORYSJ	sp|Q8NHQ9|DDX55_HUMAN	45.26	612	301	11	18	612	4	598	5e-153	 459
sp|Q9LU46|RH35_ARATH	sp|Q9UJV9|DDX41_HUMAN	64.73	533	182	3	53	582	86	615	0.0	 703
sp|Q41382|RH7_SPIOL	sp|Q9NR30|DDX21_HUMAN	42.03	602	323	12	93	681	173	761	6e-135	 419
sp|P40392|RIC1_ORYSJ	sp|P62820|RAB1A_HUMAN	77.61	201	45	0	1	201	4	204	1e-115	 331
sp|Q8LDB8|RING2_ARATH	sp|Q9NVW2|RNF12_HUMAN	44.23	52	29	0	325	376	570	621	8e-13	69.7
sp|Q9SYL9|RK13_ARATH	sp|Q9BYD1|RM13_HUMAN	34.23	111	73	0	105	215	18	128	9e-16	72.8
sp|Q6B8X5|RK13_GRATL	sp|Q9BYD1|RM13_HUMAN	29.41	119	84	0	15	133	18	136	1e-17	76.3
sp|O46915|RK13_GUITH	sp|Q9BYD1|RM13_HUMAN	29.41	119	84	0	16	134	18	136	8e-12	59.7
sp|P51292|RK13_PORPU	sp|Q9BYD1|RM13_HUMAN	38.26	115	71	0	12	126	15	129	4e-24	94.0
sp|P12629|RK13_SPIOL	sp|Q9BYD1|RM13_HUMAN	34.23	111	73	0	114	224	18	128	1e-16	75.5
sp|Q3V4Z7|RK14_ACOCL	sp|P62829|RL23_HUMAN	31.67	120	74	3	6	121	24	139	4e-15	68.2
sp|Q85FI6|RK14_ADICA	sp|P62829|RL23_HUMAN	36.29	124	71	3	2	121	20	139	3e-19	79.3
sp|A4QJF1|RK14_AETCO	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|A4QJN5|RK14_AETGR	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q70XX4|RK14_AMBTC	sp|P62829|RL23_HUMAN	31.93	119	71	4	8	121	26	139	6e-13	62.0
sp|A4QK54|RK14_ARAHI	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	3e-13	63.2
sp|P56792|RK14_ARATH	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|Q8S8V7|RK14_ATRBE	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	3e-15	68.6
sp|A4QKE1|RK14_BARVE	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.5
sp|A6MM73|RK14_BUXMI	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	4e-14	65.1
sp|Q7YJU2|RK14_CALFG	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	1e-14	67.0
sp|A4QKM8|RK14_CAPBU	sp|P62829|RL23_HUMAN	31.36	118	73	3	8	121	26	139	2e-13	63.2
sp|B1A971|RK14_CARPA	sp|P62829|RL23_HUMAN	32.20	118	72	3	8	121	26	139	7e-14	64.7
